imdb_title_id,show_id,release_year,type,minutely,description,duration,minute_duration,rating,cast,seasonly,month_added,title,original_title,total_votes,weighted_average_vote,director,listed_in,season_duration,country,year_added,date_added
tt5979312,s2,2016,Movie,1,"After a devastating earthquake hits Mexico City, trapped survivors from all walks of life wait to be rescued while trying desperately to stay alive.",93 min,93,TV-MA,"Demián Bichir, Héctor Bonilla, Oscar Serrano, Azalia Ortiz, Octavio Michel, Carmen Beato",0,December,7:19,7:19,536,6.0,Jorge Michel Grau,"Dramas, International Movies",0,Mexico,2016,2016-12-23 00:00:00
tt2100376,s3,2011,Movie,1,"When an army recruit is found dead, his fellow soldiers are forced to confront a terrifying secret that's haunting their jungle island training camp.",78 min,78,R,"Tedd Chan, Stella Chung, Henley Hii, Lawrence Koh, Tommy Kuan, Josh Lai, Mark Lee, Susan Leong, Benjamin Lim",0,December,23:59,23:59,802,4.6,Gilbert Chan,"Horror Movies, International Movies",0,Singapore,2018,2018-12-20 00:00:00
tt0472033,s4,2009,Movie,1,"In a postapocalyptic world, rag-doll robots hide in fear from dangerous machines out to exterminate them, until a brave newcomer joins the group.",80 min,80,PG-13,"Elijah Wood, John C. Reilly, Jennifer Connelly, Christopher Plummer, Crispin Glover, Martin Landau, Fred Tatasciore, Alan Oppenheimer, Tom Kane",0,November,9,9,131029,7.1,Shane Acker,"Action & Adventure, Independent Movies, Sci-Fi & Fantasy",0,United States,2017,2017-11-16 00:00:00
tt0478087,s5,2008,Movie,1,A brilliant group of students become card-counting experts with the intent of swindling millions out of Las Vegas casinos by playing blackjack.,123 min,123,PG-13,"Jim Sturgess, Kevin Spacey, Kate Bosworth, Aaron Yoo, Liza Lapira, Jacob Pitts, Laurence Fishburne, Jack McGee, Josh Gad, Sam Golzari, Helen Carey, Jack Gilpin",0,January,21,21,225698,6.8,Robert Luketic,Dramas,0,United States,2020,2020-01-01 00:00:00
tt7867670,s7,2019,Movie,1,"After an awful accident, a couple admitted to a grisly hospital are separated and must find each other to escape — before death finds them.",95 min,95,TV-MA,"Amina Khalil, Ahmed Dawood, Tarek Lotfy, Ahmed El Fishawy, Mahmoud Hijazi, Jihane Khalil, Asmaa Galal, Tara Emad",0,June,122,122,3646,6.8,Yasir Al Yasiri,"Horror Movies, International Movies",0,Egypt,2020,2020-06-01 00:00:00
tt9390026,s9,2019,Movie,1,"When a doctor goes missing, his psychiatrist wife treats the bizarre medical condition of a psychic patient, who knows much more than he's leading on.",118 min,118,TV-14,"Divya Dutta, Atul Kulkarni, Mohan Agashe, Anupam Shyam, Raayo S. Bakhirta, Yashvit Sancheti, Greeva Kansara, Archan Trivedi, Rajiv Pathak",0,April,706,706,368,5.3,Shravan Kumar,"Horror Movies, International Movies",0,India,2019,2019-04-01 00:00:00
tt1301698,s10,2008,Movie,1,An architect and his wife move into a castle that is slated to become a luxury hotel. But something inside is determined to stop the renovation.,143 min,143,TV-MA,"Rajneesh Duggal, Adah Sharma, Indraneil Sengupta, Anjori Alagh, Rajendranath Zutshi, Vipin Sharma, Amin Hajee, Shri Vallabh Vyas",0,December,1920,1920,2863,6.4,Vikram Bhatt,"Horror Movies, International Movies, Thrillers",0,India,2017,2017-12-15 00:00:00
tt6214928,s11,2017,Movie,1,"A farmer pens a confession admitting to his wife's murder, but her death is just the beginning of a macabre tale. Based on Stephen King's novella.",103 min,103,TV-MA,"Thomas Jane, Molly Parker, Dylan Schmid, Kaitlyn Bernard, Bob Frazer, Brian d'Arcy James, Neal McDonough",0,October,1922,1922,49788,6.3,Zak Hilditch,"Dramas, Thrillers",0,United States,2017,2017-10-20 00:00:00
tt9465600,s15,2019,Movie,1,"Stranded when the Earth is suddenly destroyed in a mysterious cataclysm, the astronauts aboard a marooned space station slowly lose their minds.",91 min,91,R,"Omar Epps, Kate Walsh, Miranda Cosgrove, Angus Macfadyen, Jorja Fox, Enver Gjokaj, Haaz Sleiman",0,March,3022,3022,3098,4.6,John Suits,"Independent Movies, Sci-Fi & Fantasy, Thrillers",0,United States,2020,2020-03-19 00:00:00
tt5646082,s35,2018,Movie,1,A teenage hacker with a huge nose helps a cool kid woo a girl that he’s secretly in love with.,105 min,105,TV-14,"Jake Short, Sarah Fisher, Booboo Stewart, Danny Trejo, Pippa Mackie, Jake Smith, Patricia Zentilli, Carter Thicke",0,April,#Roxy,#Roxy,239,5.0,Michael Kennedy,"Comedies, Romantic Movies",0,Canada,2019,2019-04-10 00:00:00
tt6213294,s40,2019,Movie,1,"When her estranged mother suddenly dies, a woman must follow the quirky instructions laid out in the will in order to collect an important inheritance.",81 min,81,TV-MA,"Estefanía de los Santos, Secun de la Rosa, Terele Pávez, María Alfonsa Rosso, Mariola Fuentes, Alfonso Sánchez, Paz Vega, Marta Torné, Concha Galán",0,July,"¡Ay, mi madre!","¡Ay, mi madre!",245,3.8,Frank Ariza,"Comedies, International Movies",0,Spain,2019,2019-07-19 00:00:00
tt4966532,s42,2017,Movie,1,"Young urbanites renovating a rundown house, and a psychiatrist grieving his son's disappearance, are connected to a supernatural, decades-old secret.",106 min,106,TV-MA,"Jóhannes Haukur Jóhannesson, Ágústa Eva Erlendsdóttir, Elma Stefania Agustsdottir, Thor Kristjansson, Anna Gunndís Guðmundsdóttir, Sara Dögg Ásgeirsdóttir, Þröstur Leó Gunnarsson, Jóhann Sigurðarson, Sveinn Geirsson, Arnar Páll Harðarson",0,March,Ég man þig,Ég man þig,4268,6.1,Óskar Thór Axelsson,"Horror Movies, International Movies",0,Iceland,2018,2018-03-27 00:00:00
tt0402022,s45,2005,Movie,1,"Aiming to hasten an uprising, the leader of an underground rebellion dispatches acrobatic assassin Aeon Flux to eliminate the government's top leader.",93 min,93,PG-13,"Charlize Theron, Marton Csokas, Jonny Lee Miller, Sophie Okonedo, Frances McDormand, Pete Postlethwaite, Amelia Warner, Caroline Chikezie, Nikolai Kinski, Paterson Joseph, Yangzom Brauen",0,February,Æon Flux,Æon Flux,122927,5.5,Karyn Kusama,"Action & Adventure, Sci-Fi & Fantasy",0,United States,2018,2018-02-01 00:00:00
tt7476438,s70,2018,Movie,1,"Upping the “13 Cameras” ante, this sequel finds a family renting a vacation house that’s been customized to violate their privacy.",89 min,89,TV-MA,"Neville Archambault, Amber Midthunder, Brytnee Ratledge, Hank Rogerson, Chelsea Edmundson, John-Paul Howard, Lora Martinez-Cunningham, Brianne Moncrief",0,October,14 Cameras,14 Cameras,2313,4.5,"Scott Hussion, Seth Fuller","Horror Movies, Thrillers",0,United States,2018,2018-10-27 00:00:00
tt7541106,s76,2019,Movie,1,"Seeking her independence, a young woman moves to Los Angeles and settles into a cozy apartment complex with a disturbing sense of community.",90 min,90,TV-MA,"Nicole Brydon Bloom, Giles Matthey, Taylor Nichols, Alan Blumenfeld, Celeste Sully, Susan Davis, Clayton Hoff, Earnestine Phillips",0,August,1BR,1BR,4936,5.8,David Marmor,"Horror Movies, Independent Movies, Thrillers",0,United States,2020,2020-08-23 00:00:00
tt8142044,s77,2018,Movie,1,"Student filmmakers uncover occult rituals tied to an abandoned warehouse, then gradually realize the horror is closer than they think.",94 min,94,TV-MA,"Hayley Lovitt, Teddy Cole, Brook Todd, Ace Harney, Jason Macdonald",0,July,1st Summoning,1st Summoning,803,3.3,Raymond Wood,"Horror Movies, Independent Movies",0,United States,2019,2019-07-26 00:00:00
tt2372678,s79,2014,Movie,1,"Graduate students Krish and Ananya hope to win their parents' approval before they marry, but the two families clash over their cultural differences.",143 min,143,TV-PG,"Alia Bhatt, Arjun Kapoor, Ronit Roy, Amrita Singh, Revathy, Aru Krishansh Verma",0,August,2 States,2 States,23046,6.9,Abhishek Varman,"Comedies, Dramas, International Movies",0,India,2018,2018-08-04 00:00:00
tt4261326,s89,2016,Movie,1,"In the frozen tundra of a futuristic Arizona where humans have been forced underground, a soldier hunts the bioengineered leader of a rebellion.",101 min,101,TV-MA,"Paul Sidhu, Arielle Holmes, Branden Coles, Kelcey Watson, Anne-Solenne Hatte, Brad Potts, Timothy Lee DePriest, Fernando Argosino, Duchess Dukes, Harwood Gordon, Stormi Henley",0,March,2307: Winter's Dream,2307: Winter's Dream,1480,3.8,Joey Curtis,"Action & Adventure, Independent Movies, Sci-Fi & Fantasy",0,United States,2018,2018-03-01 00:00:00
tt2172934,s97,2014,Movie,1,A terminally ill secret agent accepts a risky mission in exchange for an experimental drug that might save him – if he can survive its side effects.,117 min,117,PG-13,"Kevin Costner, Amber Heard, Hailee Steinfeld, Connie Nielsen, Tómas Lemarquis, Richard Sammel, Marc Andréoni, Bruno Ricci, Jonas Bloquet, Eriq Ebouaney",0,December,3 Days to Kill,3 Days to Kill,85826,6.2,McG,Action & Adventure,0,"United States, France, Serbia",2020,2020-12-01 00:00:00
tt0338490,s98,2003,Movie,1,"A reporter interviews three convicts on death row for a documentary but as their stories emerge, so do her own true motivations for soliciting them.",121 min,121,TV-MA,"Naseeruddin Shah, Jackie Shroff, Juhi Chawla, Nagesh Kukunoor, Gulshan Grover, Aditya Lakhia, Shri Vallabh Vyas",0,December,3 Deewarein,3 Deewarein,2205,7.8,Nagesh Kukunoor,"Dramas, International Movies, Thrillers",0,India,2019,2019-12-31 00:00:00
tt1187043,s101,2009,Movie,1,"While attending one of India's premier colleges, three miserable engineering students and best friends struggle to beat the school's draconian system.",164 min,164,PG-13,"Aamir Khan, Kareena Kapoor, Madhavan, Sharman Joshi, Omi Vaidya, Boman Irani, Mona Singh, Javed Jaffrey",0,August,3 Idiots,3 Idiots,332217,8.4,Rajkumar Hirani,"Comedies, Dramas, International Movies",0,India,2019,2019-08-01 00:00:00
tt3598648,s103,2015,Movie,1,The lives of three dissatisfied brothers running a family bridal shop turn topsy-turvy when one of them has to care for his ex-girlfriend's baby.,93 min,93,TV-MA,"Kostja Ullmann, Eko Fresh, Kida Khodr Ramadan, Sabrina Klüber, Sami Nasser, Kayla Rybicka, Jytte-Merle Böhrnsen, Emrah Erdogru, Tim Grothe, Hülya Duyar",0,December,3 Türken & ein Baby,3 Türken & ein Baby,1412,5.5,Sinan Akkuş,"Comedies, International Movies",0,Germany,2016,2016-12-15 00:00:00
tt1622547,s105,2011,Movie,1,Two crooks planning a bank heist wind up abducting a pizza delivery driver and force him to commit the robbery — with a strict time limit.,83 min,83,R,"Jesse Eisenberg, Danny McBride, Aziz Ansari, Nick Swardson, Dilshad Vadsaria, Michael Peña, Bianca Kajlich, Fred Ward",0,January,30 Minutes or Less,30 Minutes or Less,92398,6.1,Ruben Fleischer,"Action & Adventure, Comedies",0,United States,2021,2021-01-01 00:00:00
tt2486678,s121,2014,Movie,1,A young novelist's life is turned upside down when a chance encounter outside a New York hotel leads to an intense affair with a diplomat's wife.,97 min,97,R,"Anton Yelchin, Bérénice Marlohe, Olivia Thirlby, Lambert Wilson, Frank Langella, Glenn Close",0,March,5 to 7,5 to 7,18392,7.1,Victor Levin,"Comedies, Dramas, Romantic Movies",0,United States,2017,2017-03-16 00:00:00
tt4703048,s127,2017,Movie,1,"When armed gunmen seize the Iranian Embassy in 1980, a tense six-day standoff ensues while elite British soldiers prepare for a dangerous raid.",94 min,94,R,"Jamie Bell, Abbie Cornish, Mark Strong, Martin Shaw, Ben Turner, Aymen Hamdouchi, Tim Pigott-Smith, Robert Portal, Colin Garlick, Andrew Grainger, Martin Hancock, Emun Elliott",0,February,6 Days,6 Days,17469,6.2,Toa Fraser,"Action & Adventure, Dramas, International Movies",0,"New Zealand, United Kingdom",2018,2018-02-08 00:00:00
tt8106534,s128,2019,Movie,1,"After faking his death, a tech billionaire recruits a team of international operatives for a bold and bloody mission to take down a brutal dictator.",129 min,129,R,"Ryan Reynolds, Mélanie Laurent, Corey Hawkins, Dave Franco, Adria Arjona, Manuel Garcia-Rulfo, Ben Hardy, Lior Raz, Payman Maadi, Yuri Kolokolnikov, Kim Kold",0,December,6 Underground,6 Underground,129507,6.1,Michael Bay,"Action & Adventure, Dramas",0,United States,2019,2019-12-13 00:00:00
tt3799372,s129,2015,Movie,1,"As a volatile young couple who have been together for six years approach college graduation, unexpected career opportunities threaten their future.",80 min,80,TV-MA,"Taissa Farmiga, Ben Rosenfield, Lindsay Burdge, Joshua Leonard, Jennifer Lafleur, Peter Vack, Dana Wheeler-Nicholson, Jason Newman, Molly McMichael",0,September,6 Years,6 Years,11295,5.6,Hannah Fidell,"Dramas, Independent Movies, Romantic Movies",0,United States,2015,2015-09-08 00:00:00
tt3394510,s130,2014,Movie,1,"Six friends decide to undertake a grueling mountain trek, only to find that the difficulties in store for them are not merely physical.",103 min,103,TV-MA,"Prashantt Guptha, Gaurav Paswala, Gaurav Kothari, Disha Kapoor, Niharica Raizada, Ashrut Jain, Darshan Machamada",0,November,6-5=2,6-5=2,818,5.9,Bharat Jain,"Horror Movies, International Movies, Thrillers",0,India,2017,2017-11-01 00:00:00
tt5189894,s132,2017,Movie,1,A hapless guy agrees to help his stunning – but psychotic – girlfriend rob her loathsome sugar daddy in a scheme as ill-conceived as it is violent.,96 min,96,R,"Matthew Gray Gubler, AnnaLynne McCord, Alisha Boe, Sheila Vand, Sam Eidson, James Moses Black, Ajay Mehta, Michael Beasley, David Maldonado, Hallie Grace Bradley, Peter Jaymes Jr., Eric Podnar, Lucy Faust",0,September,68 Kill,68 Kill,4694,6.0,Trent Haaga,"Comedies, Independent Movies, Thrillers",0,United States,2019,2019-09-01 00:00:00
tt5517438,s134,2016,Movie,1,Loyalties are tested and cruelties revealed when four business partners spend a tense evening debating who will pay for the crime they committed.,77 min,77,TV-MA,"Paco León, Juana Acosta, Juan Pablo Raba, Alex Brendemühl, Manuel Morón",0,October,7 años,7 años,4161,6.8,Roger Gual,"Dramas, International Movies",0,Spain,2016,2016-10-27 00:00:00
tt1629376,s137,2011,Movie,1,"Spiced liberally with black comedy, this Bollywood drama follows the lethal love life of a woman who marries numerous men – only to find them flawed.",148 min,148,TV-MA,"Priyanka Chopra, Neil Nitin Mukesh, John Abraham, Irrfan Khan, Aleksandr Dyachenko, Annu Kapoor, Naseeruddin Shah, Vivaan Shah, Usha Uthup, Konkona Sen Sharma",0,August,7 Khoon Maaf,7 Khoon Maaf,5385,6.1,Vishal Bhardwaj,"Dramas, International Movies, Thrillers",0,India,2018,2018-08-02 00:00:00
tt8268916,s144,2019,Movie,1,Four friends shake up their lives when they meet a new woman in their apartment complex who encourages them to embrace their wild sides.,123 min,123,TV-MA,"Oviya, Masoom Shankar, Bommu Lakshmi, Monisha Ram, Tej Raj, Shree Gopika, Anson Paul, Devadarshini Chetan",0,August,90 ML,90 ML,457,3.3,Anita Udeep,"Comedies, International Movies, Music & Musicals",0,India,2019,2019-08-13 00:00:00
tt5305246,s145,2016,Movie,1,Heroic health workers fight to contain an Ebola outbreak when a patient arrives in Lagos with symptoms of the deadly virus. Based on a true story.,121 min,121,TV-PG,"Bimbo Akintola, Somkele Iyamah, Danny Glover, Gideon Okeke, Seun Kentebe, Keppy Ekpenyong, Zara Udofia Ejoh, Bimbo Manuel, Patrick Diabuah, Tina Mba, Alastair Mackenzie, Tim Reid",0,March,93 Days,93 Days,1270,6.0,Steve Gukas,"Dramas, International Movies, Thrillers",0,Nigeria,2020,2020-03-05 00:00:00
tt1043787,s150,2011,Movie,1,"After meeting under awkward circumstances, a glamorous businesswoman and a tradition-bound policeman begin a relationship that changes their lives.",122 min,122,TV-14,"Qi Shu, Liu Ye, Anthony Wong Chau-Sang, Liang Tian, Danying Feng, Rina Sa, Zhang Songwen, Tian Gao, Andrew Lin",0,December,A Beautiful Life,A Beautiful Life,363,4.5,Andrew Lau Wai-Keung,"Dramas, International Movies, Romantic Movies",0,"China, Hong Kong",2018,2018-12-01 00:00:00
tt6289320,s151,2016,Movie,1,The curious child of idealistic interfaith parents observes an increasingly intolerant world as his family faces financial strain.,104 min,104,TV-14,"Dhruva Padmakumar, Gaurav Sharma, Vasuki",0,April,A Billion Colour Story,A Billion Colour Story,280,7.9,Padmakumar Narasimhamurthy,"Dramas, Independent Movies, International Movies",0,India,2018,2018-04-01 00:00:00
tt1401621,s152,2016,Movie,1,"After his wife's death, an overworked engineer struggles to care for his son with autism, who regresses into a fantasy world to escape real-life bullying.",94 min,94,PG,"Christopher Gorham, Julian Feder, Kaitlin Doubleday, Andrew Bowen, Caitlin Carmichael, Sean Gunn, Bryan Batt, Fay Masterson, Brian George",0,January,A Boy Called Po,A Boy Called Po,764,6.6,John Asher,"Dramas, Sci-Fi & Fantasy",0,United States,2018,2018-01-15 00:00:00
tt0356470,s164,2004,Movie,1,Teen Sam meets the boy of her dreams at a dance before returning to toil in her stepmother's diner. Can her lost cell phone bring them together?,95 min,95,PG,"Hilary Duff, Chad Michael Murray, Jennifer Coolidge, Dan Byrd, Regina King, Julie Gonzalo, Lin Shaye, Madeline Zima, Andrea Avery, Mary Pat Gleason, Paul Rodriguez, Whip Hubley, Kevin Kilner, Erica Hubbard, Simon Helberg",0,January,A Cinderella Story,A Cinderella Story,79453,5.9,Mark Rosman,"Children & Family Movies, Comedies",0,"United States, Canada",2020,2020-01-01 00:00:00
tt0288520,s170,2015,Movie,1,The filmmaker hunts for the missing puzzle pieces of his family history during a visit with a complex and controversial figure: his grandmother.,111 min,111,TV-PG,Tom Fassaert,0,October,A Family Affair,A Family Affair,290,5.1,Tom Fassaert,"Documentaries, International Movies",0,"Netherlands, Denmark, South Africa",2016,2016-10-16 00:00:00
tt5235880,s173,2016,Movie,1,A timid man gets unexpected superpowers while trying to save his family's land and a sacred tree from a ruthless tycoon.,142 min,142,TV-14,"Tiger Shroff, Jacqueline Fernandez, Nathan Jones, Kay Kay Menon, Amrita Singh, Gaurav Pandey, Shraddha Kapoor, Amrita Puri",0,November,A Flying Jatt,A Flying Jatt,3647,3.1,Remo D'Souza,"Action & Adventure, International Movies, Sci-Fi & Fantasy",0,India,2017,2017-11-15 00:00:00
tt5566790,s175,2018,Movie,1,"In a brief life full of triumph and failure, ""National Lampoon"" co-founder Doug Kenney built a comedy empire, molding pop culture in the 1970s.",102 min,102,TV-MA,"Will Forte, Domhnall Gleeson, Martin Mull, Joel McHale, Matt Lucas, Thomas Lennon, Seth Green, Jackie Tohn, Natasha Lyonne, Emmy Rossum, Elvy Yost, Matt Walsh, John Gemberling, Rick Glassman, Camille Guaty",0,January,A Futile and Stupid Gesture,A Futile and Stupid Gesture,12978,6.8,David Wain,Comedies,0,United States,2018,2018-01-26 00:00:00
tt2044729,s177,2012,Movie,1,"When his girlfriend walks out and leaves him a wreck, a graphic designer – who seemed to have it all – sets out to discover where he went wrong.",86 min,86,R,"Charlie Sheen, Jason Schwartzman, Bill Murray, Katheryn Winnick, Patricia Arquette, Aubrey Plaza, Mary Elizabeth Winstead, Dermot Mulroney",0,July,A Glimpse Inside the Mind of Charles Swan III,A Glimpse Inside the Mind of Charles Swan III,4946,4.8,Roman Coppola,"Comedies, Independent Movies",0,United States,2018,2018-07-15 00:00:00
tt0990433,s202,2007,Movie,1,"Self-made millionaire Ian thinks he's found happiness when he marries caring Joanna, but his love is put to the test when he meets stewardess Karyn.",117 min,117,TV-14,"Maricel Soriano, Aga Muhlach, Angelica Panganiban, Dante Rivero, Chin Chin Gutierrez, Bobby Andrews, TJ Trinidad, Baron Geisler, John Arcilla, Gerald Madrid",0,March,A Love Story,A Love Story,118,6.4,Maryo J. De los Reyes,"Dramas, International Movies, Romantic Movies",0,Philippines,2019,2019-03-14 00:00:00
tt0120770,s211,1998,Movie,1,"After a run-in with Richard Grieco, dimwits Doug and Steve gain entry to a swanky nightclub in this comedy based on a ""Saturday Night Live"" sketch.",82 min,82,PG-13,"Will Ferrell, Chris Kattan, Dan Hedaya, Molly Shannon, Richard Grieco, Loni Anderson, Elisa Donovan, Gigi Rice, Lochlyn Munro, Dwayne Hickman",0,December,A Night at the Roxbury,A Night at the Roxbury,56159,6.3,John Fortenberry,"Comedies, Cult Movies",0,United States,2019,2019-12-01 00:00:00
tt2181282,s213,2015,Movie,1,"When a guard catches a writer-television host shoplifting, instead of turning him in, he only asks to be a friend, then begins to rule his life.",92 min,92,TV-MA,"Stephen Graham, Conleth Hill, Lara Pulver, Arsher Ali, Stuart Graham, Ian McElhinney",0,April,A Patch of Fog,A Patch of Fog,1200,6.4,Michael Lennox,"Dramas, Thrillers",0,United Kingdom,2017,2017-04-15 00:00:00
tt1823059,s215,2012,Movie,1,"After confessing an unusual secret, a repressed wife – prompted by her friends – decides to explore her sexuality with a high-priced call girl.",110 min,110,TV-MA,"Barbara Niven, Jessica Clark, John Heard, Morgan Fairchild, Kerry Knuppe, Imelda Corcoran, Mary Jane Wells, Rebecca Staab, Michael Adam Hamilton, Bryan Jackson, Bryan Mordechai Jackson",0,January,A Perfect Ending,A Perfect Ending,3742,5.7,Nicole Conn,"Dramas, Independent Movies, LGBTQ Movies",0,United States,2019,2019-01-01 00:00:00
tt2275471,s216,2013,Movie,1,"Nina thinks her husband, James, is cheating on her, and she sets out to prove it by calling him and pretending to be another woman.",94 min,94,R,"Liev Schreiber, Jeanne Tripplehorn, Joelle Carter, Louise Fletcher, Katie Carr, Renée Soutendijk, Huub Stapel, Michael Pas",0,June,A Perfect Man,A Perfect Man,1931,5.2,Kees Van Oostrum,"Dramas, Independent Movies, Romantic Movies",0,United States,2019,2019-06-06 00:00:00
tt5780570,s222,2016,Movie,1,"A film school graduate is interested in making a movie about his girlfriend's uncle, who claims that he can see his long-dead daughter.",108 min,108,TV-MA,"Johnny Baweja, Reeth Mazumder, Manav Kaul, Tanvi Vyas, Puru Chibber, Vasundhara Kaul, Aayam Mehta, Niraj Sah",0,October,A Scandall,A Scandall,126,3.0,Ishaan Trivedi,"International Movies, Thrillers",0,India,2017,2017-10-15 00:00:00
tt5226380,s223,2015,Movie,1,"Following their storybook wedding, Popoy and Basha find married life – and starting a business together – more challenging than they ever imagined.",130 min,130,TV-MA,"John Lloyd Cruz, Bea Alonzo, Dimples Romana, Janus del Prado, James Blanco, Ahron Villena, Beatriz Saw, Shamaine Centenera, Khalil Ramos, Billy Crawford, Al Tantay, Arci Muñoz",0,February,A Second Chance,A Second Chance,349,7.1,Cathy Garcia-Molina,"Dramas, International Movies, Romantic Movies",0,Philippines,2019,2019-02-27 00:00:00
tt1019452,s227,2009,Movie,1,"With every aspect of his life unraveling, a Jewish physics professor seeks out three rabbis for spiritual guidance.",106 min,106,R,"Michael Stuhlbarg, Richard Kind, Fred Melamed, Sari Lennick, Adam Arkin, Amy Landecker, Alan Mandell, Fyvush Finkel, Peter Breitmayer, Aaron Wolff, Jessica McManus, Brent Braunschweig",0,January,A Serious Man,A Serious Man,130794,7.0,"Ethan Coen, Joel Coen","Comedies, Independent Movies",0,"United States, United Kingdom, France",2018,2018-01-16 00:00:00
tt1315981,s230,2009,Movie,1,This stream-of-consciousness drama centers on a day in the life of a gay college professor who's reeling from his longtime lover's recent death.,100 min,100,R,"Colin Firth, Julianne Moore, Nicholas Hoult, Ginnifer Goodwin, Matthew Goode, Paul Butler, Ryan Simpkins, Teddy Sears, Paulette Lamori, Jon Kortajarena",0,November,A Single Man,A Single Man,104394,7.6,Tom Ford,"Dramas, Independent Movies, LGBTQ Movies",0,United States,2019,2019-11-11 00:00:00
tt3303652,s232,2015,Movie,1,Ace news producer Amy is called back to her Louisiana hometown where memories of what used to be – and what might have been – come flooding back.,89 min,89,TV-PG,"Laura Marano, Parker Mack, Katherine McNamara, Marcus Lyle Brown, Shayne Topp, Michelle Clunie, Kathleen Wilhoite",0,August,A Sort of Homecoming,A Sort of Homecoming,215,5.8,Maria Burton,"Dramas, Independent Movies",0,United States,2017,2017-08-01 00:00:00
tt10883506,s235,2019,Movie,1,A family reckons with the aftermath of their younger son's incarceration and a greater misfortune that follows.,156 min,156,TV-MA,"Wu Chien-ho, Chen Yi-wen, Samantha Ko, Liu Kuan-ting, Greg Hsu, Wu Tai-ling, Wen Chen-ling, Yin Shin",0,January,A Sun,Yang guang pu zhao,2559,7.6,Chung Mong-hong,"Dramas, Independent Movies, International Movies",0,Taiwan,2020,2020-01-24 00:00:00
tt1243381,s250,2008,Movie,1,"After landing a job working for her longtime crush, an optimistic woman realizes that the man of her dreams isn't exactly who she envisioned.",107 min,107,TV-G,"John Lloyd Cruz, Sarah Geronimo, Dante Rivero, Rowell Santiago, Johnny Revilla, Bing Pimental, Daphne Oseña-Paez, Al Tantay, Irma Adlawan, Arno Morales, Miles Ocampo",0,November,A Very Special Love,A Very Special Love,337,6.7,Cathy Garcia-Molina,"International Movies, Romantic Movies",0,Philippines,2020,2020-11-12 00:00:00
tt1280558,s252,2008,Movie,1,"After receiving an anonymous tip about a bomb, a police commissioner must negotiate with the terrorist, who demands the release of four militants.",103 min,103,TV-MA,"Anupam Kher, Naseeruddin Shah, Jimmy Shergill, Deepal Shaw, Aamir Bashir, Kali Prasad Mukherjee, Vijay Bhatia, Chetan Pandit",0,November,A Wednesday,A Wednesday,72608,8.1,Neeraj Pandey,"Action & Adventure, Dramas, International Movies",0,India,2018,2018-11-01 00:00:00
tt5814408,s255,2017,Movie,1,"Beatrix can't wait to be inducted as a witch, but an unfortunate incident threatens to take her pending title away if she doesn't act fast.",91 min,91,PG,"Morgan Neundorf, Karen Slater, Loukia Ioannou, Will Ennis, Renee Stein, Keith Cooper, Paul Mason, Lisa Scenna, Ashley Rogan",0,October,A Witches' Ball,A Witches' Ball,271,5.1,Justin G. Dyck,Children & Family Movies,0,Canada,2018,2018-10-01 00:00:00
tt1620680,s256,2018,Movie,1,"Years after their father disappears, Meg and her younger brother Charles Wallace cross galaxies on a quest to save him from the heart of darkness.",110 min,110,PG,"Storm Reid, Oprah Winfrey, Reese Witherspoon, Mindy Kaling, Deric McCabe, Levi Miller, Chris Pine, Gugu Mbatha-Raw, Zach Galifianakis, Michael Peña, Bellamy Young, André Holland, Will McCormack, Rowan Blanchard, Daniel MacPherson",0,September,A Wrinkle in Time,A Wrinkle in Time,39933,4.2,Ava DuVernay,Children & Family Movies,0,United States,2018,2018-09-25 00:00:00
tt5709164,s258,2016,Movie,1,"In Singapore, a homeless ex-convict hoping to reunite with his family forms a bond with a Chinese sex worker while serving as her bodyguard.",111 min,111,TV-MA,"Sivakumar Palakrishnan, Huang Lu, Seema Biswas, Udaya Soundari, Nithiyia Rao, Indra Chandran",0,May,A Yellow Bird,A Yellow Bird,161,5.5,K. Rajagopal,"Dramas, Independent Movies, International Movies",0,"Singapore, France",2017,2017-05-01 00:00:00
tt8712750,s262,2019,Movie,1,"After losing her mother, a teenage girl bonds with her phone’s artificial intelligence app, a relationship that soon takes a dark and violent turn.",77 min,77,TV-MA,"Debs Howard, Philip Granger, Sam Robert Muik, Havana Guppy, Bonnie Hay, Veronica Hampson, Lori Triolo, Andrew Coghlan, Laura Mitchell, Elinet Louicius",0,October,A.M.I.,A.M.I.,1399,3.9,Rusty Nixon,Horror Movies,0,Canada,2020,2020-10-01 00:00:00
tt7355718,s265,2017,Movie,1,"When Shaji Pappan and his gang of goofy outlaws find themselves low on funds, they plan to once again win a hefty prize in a tug-of-war competition.",150 min,150,TV-MA,"Jayasurya, Vinayakan, Sunny Wayne, Vijay Babu, Saiju Kurup, Vineeth Mohan, Unni Rajan P. Dev, Dharmajan Bolgatty, Indrans",0,May,Aadu 2,Aadu 2,1714,7.1,Midhun Manuel Thomas,"Comedies, International Movies",0,India,2018,2018-05-15 00:00:00
tt1479667,s266,2009,Movie,1,"A cop full of self-doubt loses his gun five days before he's due to leave the force, and becomes an unexpected hero as he tries to retrieve it.",117 min,117,TV-14,"Shreyas Talpade, Kay Kay Menon, Shiv Pandit, Sanjay Sharma, Shenaz Treasury, Mahie Gill",0,November,Aagey Se Right,Aagey Se Right,368,5.0,Indrajit Nattoji,"Comedies, International Movies, Music & Musicals",0,India,2018,2018-11-01 00:00:00
